47.128.42.156 - - [31/Oct/2024:03:39:08 +0000] "GET /robots.txt HTTP/1.1" 404 208 "-" "Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
13.79.152.229 - - [31/Oct/2024:16:09:27 +0000] "GET /cgi-bin/wp-login.php HTTP/1.1" 404 218 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:27 +0000] "GET /classwithtostring.php HTTP/1.1" 404 219 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:27 +0000] "GET /packed.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:27 +0000] "GET /admin.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:27 +0000] "GET /buy.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:27 +0000] "GET /wso.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:27 +0000] "GET /admin/function.php HTTP/1.1" 404 216 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /index/function.php HTTP/1.1" 404 216 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-admin/images/cloud.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /0x.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-admin/maint/index.php HTTP/1.1" 404 222 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /moon.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /ty.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /randkeyword.php HTTP/1.1" 404 213 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /jp.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /plugin.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /fw.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /2.php HTTP/1.1" 404 203 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-content/plugins/index.php HTTP/1.1" 404 226 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /x.php HTTP/1.1" 404 203 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-includes/IXR/index.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /info.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-links.php HTTP/1.1" 404 210 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-content/plugins/pwnd/as.php HTTP/1.1" 404 228 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-admin.php HTTP/1.1" 404 210 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-admin/radio.php HTTP/1.1" 404 216 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-admin/product.php HTTP/1.1" 404 218 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /1.php HTTP/1.1" 404 203 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-admin/css/colors/blue/index.php HTTP/1.1" 404 232 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /item.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:28 +0000] "GET /wp-admin/css/colors/coffee/index.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /license.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-includes/fonts/index.php HTTP/1.1" 404 225 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /menu.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /edit.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-admin/js/index.php HTTP/1.1" 404 219 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /.well-known/acme-challenge/atomlib.php HTTP/1.1" 404 236 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-admin/maint/about.php HTTP/1.1" 404 222 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /config.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /options.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-content/themes/wp-pridmag/init.php HTTP/1.1" 404 235 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-admin/user/about.php HTTP/1.1" 404 221 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /doc.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /index.html HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-content/languages/index.php HTTP/1.1" 404 228 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /shell20211028.php HTTP/1.1" 404 215 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-content/themes/hello-element/footer.php HTTP/1.1" 404 240 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /tinyfilemanager.php HTTP/1.1" 404 217 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-admin/css/colors/blue/atomlib.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /.well-known/classwithtostring.php HTTP/1.1" 404 231 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-includes/assets/index.php HTTP/1.1" 404 226 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-blog-header.php HTTP/1.1" 404 216 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /lock.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-admin/404.php HTTP/1.1" 404 214 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /uploads/autoload_classmap.php HTTP/1.1" 404 227 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /wp-content/plugins/revslider/includes/external/page/index.php HTTP/1.1" 404 259 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:29 +0000] "GET /manager.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-login.php HTTP/1.1" 404 210 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-2019.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /alfa.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-content/themes/twenty/twenty.php HTTP/1.1" 404 233 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-includes/css/dist/preferences/wp-login.php HTTP/1.1" 404 243 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /abe.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /13.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-includes/autoload_classmap.php HTTP/1.1" 404 231 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-content/uploads/autoload_classmap.php HTTP/1.1" 404 238 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /sx.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-config-sample.php HTTP/1.1" 404 218 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /click.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /install.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-content/403.php HTTP/1.1" 404 216 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-admin/includes/cloud.php HTTP/1.1" 404 225 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /lv.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-files.php HTTP/1.1" 404 210 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /filemanager.php HTTP/1.1" 404 213 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /defaults.php HTTP/1.1" 404 210 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /aks.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-content/uploads/index.php HTTP/1.1" 404 226 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /admin HTTP/1.1" 404 203 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /fm.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /goat1.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-admin/js/wp-login.php HTTP/1.1" 404 222 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /wp-content/plugins/dummyyummy/wp-signup.php HTTP/1.1" 404 241 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:30 +0000] "GET /inputs.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-content/admin.php HTTP/1.1" 404 218 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /randkeyword.PhP8 HTTP/1.1" 404 214 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/SimplePie/index.php HTTP/1.1" 404 229 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/ID3/admin.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /plugins.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /f.php HTTP/1.1" 404 203 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/IXR/admin.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /shell.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /.well-known/pki-validation/cloud.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /style.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /css/cloud.php HTTP/1.1" 404 211 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-admin/file.php HTTP/1.1" 404 215 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /atomlib.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/rest-api/alfa-rex.php7 HTTP/1.1" 404 232 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-admin/css/about.php HTTP/1.1" 404 220 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-admin/setup-config.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-admin/css/colors/coffee/about.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /class.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/SimplePie/network.php HTTP/1.1" 404 231 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /ws.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /themes/zMousse/otuz1.php HTTP/1.1" 404 222 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/theme-compat/chosen.php HTTP/1.1" 404 233 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /widgets.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/PHPMailer/admin.php HTTP/1.1" 404 229 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /network.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /post.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-content/themes/pridmag/admin.php HTTP/1.1" 404 233 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-admin/js/autoload_classmap.php HTTP/1.1" 404 231 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/Text/Diff/Engine/wp-login.php HTTP/1.1" 404 239 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-activate.php HTTP/1.1" 404 213 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-admin/css/colors/blue/about.php HTTP/1.1" 404 232 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/certificates/about.php HTTP/1.1" 404 232 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-content/themes/astra/inc/ki1k.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:31 +0000] "GET /wp-includes/ID3/install.php HTTP/1.1" 404 225 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /default.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /.well-known/cong.php HTTP/1.1" 404 218 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /app.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /403.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /cgi-bin/wp-2019.php HTTP/1.1" 404 217 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /.well-known/content.php HTTP/1.1" 404 221 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-admin/css/colors/blue/admin.php HTTP/1.1" 404 232 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-includes/theme-compat/about.php HTTP/1.1" 404 232 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-head.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /crack_self_restore.php HTTP/1.1" 404 220 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /db.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /ova-tools.php HTTP/1.1" 404 211 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /gecko.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /public/admin.php HTTP/1.1" 404 214 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-content/upgrade/about.php HTTP/1.1" 404 226 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp/abe.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-includes/options.php HTTP/1.1" 404 221 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /gallery.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /mini.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /classsmtps.php HTTP/1.1" 404 212 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-includes/wp-load.php HTTP/1.1" 404 221 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-content/themes/twentytwentytwo/index.php HTTP/1.1" 404 241 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /bypass.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /.well-known/acme-challenge/mariju.php HTTP/1.1" 404 235 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /bs1.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /.well-known/acme-challenge/cloud.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-includes/Text/wp-login.php HTTP/1.1" 404 227 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /upgrade.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /mail.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /web.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /content.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /wp-includes/item.php HTTP/1.1" 404 218 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:32 +0000] "GET /index1.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-includes/theme-compat/wp-login.php HTTP/1.1" 404 235 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /cc.php HTTP/1.1" 404 204 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-admin/admin.php HTTP/1.1" 404 216 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/radio.php HTTP/1.1" 404 218 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /cgi-bin/about.php HTTP/1.1" 404 215 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-admin/user/network.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /tiny.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-cron.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /sidwsi.php HTTP/1.1" 404 208 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/plugins/item.php HTTP/1.1" 404 225 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /cgi-bin/cgi-bin/about.php7 HTTP/1.1" 404 224 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/themes/seotheme/admin.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-load.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /htaccess.php HTTP/1.1" 404 210 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/install.php HTTP/1.1" 404 220 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-includes/block-patterns/themes.php HTTP/1.1" 404 235 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-admin/images/file.php HTTP/1.1" 404 222 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /.well-known/pki-validation/classwithtostring.php HTTP/1.1" 404 246 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/plugins/wp-help/index.php HTTP/1.1" 404 234 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /home.php HTTP/1.1" 404 206 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /.well-known/pki-validation/mariju.php HTTP/1.1" 404 235 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /vendor/composer/index.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-admin/cong.php HTTP/1.1" 404 215 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/wp-login.php HTTP/1.1" 404 221 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/plugins/seoplugins/admin.php HTTP/1.1" 404 237 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /.well-known/acme-challenge/install.php HTTP/1.1" 404 236 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /css.php HTTP/1.1" 404 205 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /wp-content/uploads/wp.php HTTP/1.1" 404 223 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:33 +0000] "GET /img/cloud.php HTTP/1.1" 404 211 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:34 +0000] "GET /cloud.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:34 +0000] "GET /wp-content/themes/twentytwentytwo/admin.php HTTP/1.1" 404 241 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:34 +0000] "GET /updates.php HTTP/1.1" 404 209 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:34 +0000] "GET /wp-content/plugins/wp-help/admin/wp-fclass.php HTTP/1.1" 404 244 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:34 +0000] "GET /wp-includes/ID3/themes.php HTTP/1.1" 404 224 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:34 +0000] "GET /bless.php HTTP/1.1" 404 207 "-" "-"
13.79.152.229 - - [31/Oct/2024:16:09:34 +0000] "GET /index/admin.php HTTP/1.1" 404 213 "-" "-"
34.28.124.137 - - [31/Oct/2024:16:11:52 +0000] "GET /media/system/js/core.js HTTP/1.1" 404 221 "http://narayana-art.co.uk/media/system/js/core.js" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
34.28.124.137 - - [31/Oct/2024:16:11:53 +0000] "GET /wp-includes/js/jquery/jquery.js HTTP/1.1" 404 229 "http://narayana-art.co.uk/wp-includes/js/jquery/jquery.js" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36"
216.244.66.249 - - [31/Oct/2024:16:17:04 +0000] "GET /oneart.php?picfile=galleries/Pattern%20Grids/110.jpg HTTP/1.1" 200 5981 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
86.31.218.80 - - [31/Oct/2024:16:22:49 +0000] "GET /sci-booster/src/html-pages/redo-password.php?param=9O04hDMALqjK&username=warner3 HTTP/1.1" 500 263 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/updates.php HTTP/1.1" 404 220 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/updraft/about.php HTTP/1.1" 404 226 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/updraft/themes.php HTTP/1.1" 404 227 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/upgrade/about.php HTTP/1.1" 404 226 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/upgrade/index.php HTTP/1.1" 404 226 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/upgrade/wp-login.php HTTP/1.1" 404 229 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/ HTTP/1.1" 404 217 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/2014/06/wp-login.php HTTP/1.1" 404 237 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/2016/03/wp-admin-block.php HTTP/1.1" 404 243 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/2018/03/ab.php HTTP/1.1" 404 231 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/BbUMY/index.php HTTP/1.1" 404 232 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/autoload_classmap.php HTTP/1.1" 404 238 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/chosen.php HTTP/1.1" 404 227 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/index.php HTTP/1.1" 404 226 "-" "-"
40.69.37.74 - - [31/Oct/2024:16:28:08 +0000] "GET /wp-content/uploads/js_composer/luuf.php HTTP/1.1" 404 237 "-" "-"
